Goal,Target,Indicator,SeriesCode,Country,Time,Val,ValType,Age,Freq,Location,Nature,Sex,Units,ValueType
2,2.1,2.1.1,SN_ITK_DEFC,Southern Europe,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,United Arab Emirates,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Lebanon,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Saudi Arabia,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Bosnia and Herzegovina,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Korea (South),2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Brunei Darussalam,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Argentina,1991,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Estonia,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Faroe Islands,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Malaysia,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Australia and New Zealand,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Australia,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,New Zealand,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Tunisia,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,South Africa,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Gabon,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Denmark,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Ireland,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Iceland,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Tunisia,1994,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Malaysia,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Hungary,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Bulgaria,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Czech Republic,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Belarus,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Eastern Europe,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Europe,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,United States of America,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Saint Pierre and Miquelon,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Greenland,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Tunisia,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Canada,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Japan,1997,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Slovakia,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Romania,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Russian Federation,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Finland,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Australia and New Zealand,1994,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Australia,1994,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,New Zealand,1994,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Brunei Darussalam,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Malta,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Greece,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Holy See (Vatican City State),2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Western Europe,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,"Macedonia, Republic of",2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Spain,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Serbia,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Slovenia,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Italy,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Switzerland,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Netherlands,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Luxembourg,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Monaco,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Germany,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Liechtenstein,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,France,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Austria,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Belgium,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,San Marino,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Montenegro,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Kiribati,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Fiji,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Portugal,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Cuba,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Ukraine,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Brunei Darussalam,1991,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Eastern Europe,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Europe,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,United States of America,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Saint Pierre and Miquelon,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Greenland,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Canada,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Belarus,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Tunisia,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Malaysia,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Mexico,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern Europe,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Czech Republic,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Hungary,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Sweden,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Norway,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Latvia,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Lithuania,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Bulgaria,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern America and Europe,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern America,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Bermuda,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Moldova,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Poland,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern Africa (exc. Sudan),2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Kuwait,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Israel,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Portugal,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,San Marino,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Italy,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Malta,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Greece,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Holy See (Vatican City State),1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Western Europe,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,"Macedonia, Republic of",1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Montenegro,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Spain,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Slovenia,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Switzerland,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Netherlands,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Luxembourg,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Monaco,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Germany,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Serbia,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Liechtenstein,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Kiribati,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Fiji,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Barbados,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,France,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Austria,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Belgium,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern Africa (exc. Sudan),1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern America and Europe,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern America,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Moldova,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Poland,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Hungary,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Bulgaria,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,United Kingdom,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Albania,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Andorra,2007,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Cyprus,2000,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Bermuda,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Lithuania,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Latvia,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Norway,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Ukraine,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern Europe,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Slovakia,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Romania,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Russian Federation,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Finland,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Iceland,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Ireland,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Denmark,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Faroe Islands,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Estonia,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Bosnia and Herzegovina,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Croatia,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Gibraltar,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Southern Europe,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,United Kingdom,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Albania,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Andorra,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Sweden,1999,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Poland,1993,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern America,1991,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Liechtenstein,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Germany,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Monaco,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Luxembourg,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Netherlands,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Switzerland,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Slovenia,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Gabon,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Argentina,2002,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Azerbaijan,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Uruguay,2002,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Serbia,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,"Macedonia, Republic of",2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Venezuela (Bolivarian Republic),2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Kazakhstan,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Uruguay,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Korea (South),2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Brunei Darussalam,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Malaysia,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Tunisia,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Argentina,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Spain,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Western Europe,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Holy See (Vatican City State),2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Greece,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Malta,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Italy,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,San Marino,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Portugal,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Montenegro,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Cuba,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Barbados,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Russian Federation,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Romania,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Slovakia,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern Europe,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Ukraine,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Belgium,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Austria,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,France,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Denmark,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Faroe Islands,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Estonia,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Bosnia and Herzegovina,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Croatia,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Gibraltar,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Southern Europe,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,United Kingdom,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Ireland,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Albania,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Australia and New Zealand,2009,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Fiji,2009,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Kiribati,2009,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Samoa,2009,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Russian Federation,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Iceland,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Mauritius,2009,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Finland,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Andorra,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Sweden,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Norway,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern America and Europe,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern America,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Moldova,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Poland,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Bermuda,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Belize,2002,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Latvia,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Lithuania,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Northern Africa (exc. Sudan),2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Australia and New Zealand,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Mauritius,2011,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Australia,2009,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Brazil,2008,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,South Africa,2009,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Gabon,2009,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Azerbaijan,2010,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Korea (South),2010,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Brunei Darussalam,2010,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Japan,2002,<5.0,String,All,A,T,E,Total,Percentage,P
2,2.1,2.1.1,SN_ITK_DEFC,Mexico,2008,<5.0,String,All,A,T,E,Total,Percentage,P
